Clave de idioma;Plan de cuentas;Cuenta de mayor;Texto breve;Texto explicativo;Texto explicativo
ES;XSON;7731000100;Librer°a y Papeler°a;Librer°a y Papeler°a;LIBRER÷A Y PAPELER÷A
ES;XSON;7731000110;Copiado y Certificac;Copiado y Certificaciones;COPIADO Y CERTIFICACIONES
ES;XSON;7731095000;AxI-Libreria y papel;AxI-Libreria y papeleria;AXI-LIBRERIA Y PAPELERIA
ES;XSON;7731500100;Courier y Correo;Courier y Correo;COURIER Y CORREO
ES;XSON;7731500110;Servicio de Mensajer;Servicio de Mensajeria;SERVICIO DE MENSAJERIA
ES;XSON;7731500120;Almacenamiento;Almacenamiento;ALMACENAMIENTO
ES;XSON;7731500190;Otros;Otros;OTROS
ES;XSON;7731595000;AxI-Correspondencia;AxI-Correspondencia;AXI-CORRESPONDENCIA
ES;XSON;7732000100;Cuotas y Suscripcion;Cuotas y Suscripciones;CUOTAS Y SUSCRIPCIONES
ES;XSON;7732000101;Servicios de Clippin;Servicios de Clipping;SERVICIOS DE CLIPPING
ES;XSON;7732095000;AxI-Cuotas y suscrip;AxI-Cuotas y suscripciones;AXI-CUOTAS Y SUSCRIPCIONE
ES;XSON;7732500100;Tasas y contribucion;Tasas y contribuciones;TASAS Y CONTRIBUCIONES
ES;XSON;7732500200;Gastos Judiciales;Gastos Judiciales;GASTOS JUDICIALES
ES;XSON;7732500300;Patente municipal;Patente municipal;PATENTE MUNICIPAL
ES;XSON;7732500301;IVA proporcional;IVA proporcional;IVA PROPORCIONAL
ES;XSON;7732500302;Impuesto timbres y e;Impuesto timbres y estampillas;IMPUESTO TIMBRES Y ESTAMP
ES;XSON;7732500303;Impuesto radioelectr;Impuesto radioelectrico;IMPUESTO RADIOELECTRICO
ES;XSON;7732500304;Derecho de autor;Derecho de autor;DERECHO DE AUTOR
ES;XSON;7732520000;Tasa Inspeccion Gral;Tasa Inspeccion Gral. Justicia;TASA INSPECCION GRAL. JUS
ES;XSON;7732595000;AxI-Tasas y contribu;AxI-Tasas y contribuciones;AXI-TASAS Y CONTRIBUCIONE
ES;XSON;7733000100;Honorarios Directore;Honorarios Directores;HONORARIOS DIRECTORES
ES;XSON;7733000110;Honorarios Sindicos;Honorarios Sindicos;HONORARIOS SINDICOS
ES;XSON;7733095000;AxI-Honorarios a dir;AxI-Honorarios a directores y sindicos;AXI-HONORARIOS A DIRECTOR
ES;XSON;7733100100;Honorarios por ases.;Honorarios por ases. Legal;HONORARIOS POR ASES. LEGA
ES;XSON;7733100101;Gastos de Abogados;Gastos de Abogados;GASTOS DE ABOGADOS
ES;XSON;7733100110;Honorarios de Escrib;Honorarios de Escribanos;HONORARIOS DE ESCRIBANOS
ES;XSON;7733100111;Gastos de Escriban°a;Gastos de Escriban°a;GASTOS DE ESCRIBAN÷A
ES;XSON;7733100150;Honorarios por Serv.;Honorarios por Serv. Auditor°a;HONORARIOS POR SERV. AUDI
ES;XSON;7733100151;Gastos por  Serv. Au;Gastos por  Serv. Auditoria;GASTOS POR  SERV. AUDITOR
ES;XSON;7733100152;Honorarios comite au;Honorarios comite auditoria;HONORARIOS COMITE AUDITOR
ES;XSON;7733100156;Honorarios por Ases.;Honorarios por Ases. Contable;HONORARIOS POR ASES. CONT
ES;XSON;7733100160;Honorarios por Ases.;Honorarios por Ases. Impositivo;HONORARIOS POR ASES. IMPO
ES;XSON;7733100170;Evaluadoras de Riego;Evaluadoras de Riego;EVALUADORAS DE RIEGO
ES;XSON;7733100190;Otros Honorarios por;Otros Honorarios por Ases.;OTROS HONORARIOS POR ASES
ES;XSON;7733100200;Gastos por Otros Hon;Gastos por Otros Honorarios;GASTOS POR OTROS HONORARI
ES;XSON;7733100300;Monitoring fees;Monitoring fees;MONITORING FEES
ES;XSON;7733100500;Honorarios por ases.;Honorarios por ases. Legal Canje;HONORARIOS POR ASES. LEGA
ES;XSON;7733100501;Gastos de Abogados C;Gastos de Abogados Canje;GASTOS DE ABOGADOS CANJE
ES;XSON;7733100510;Honorarios de Escrib;Honorarios de Escribanos Canje;HONORARIOS DE ESCRIBANOS
ES;XSON;7733100511;Gastos de Escriban°a;Gastos de Escriban°a Canje;GASTOS DE ESCRIBAN÷A CANJ
ES;XSON;7733100550;Honorarios por Serv.;Honorarios por Serv. Auditor°a Canje;HONORARIOS POR SERV. AUDI
ES;XSON;7733100551;Gastos por  Serv. Au;Gastos por  Serv. Auditoria canje;GASTOS POR  SERV. AUDITOR
ES;XSON;7733100556;Honorarios por Ases.;Honorarios por Ases. Contable canje;HONORARIOS POR ASES. CONT
ES;XSON;7733100560;Honorarios por Ases.;Honorarios por Ases. Impositivo canje;HONORARIOS POR ASES. IMPO
ES;XSON;7733100590;Otros Honorarios por;Otros Honorarios por Ases. Canje;OTROS HONORARIOS POR ASES
ES;XSON;7733195000;AxI-Honorarios por a;AxI-Honorarios por asesoramiento;AXI-HONORARIOS POR ASESOR
ES;XSON;7733200100;Otros Servicios-Inte;Otros Servicios-Intercompany;OTROS SERVICIOS-INTERCOMP
ES;XSON;7733200101;Management Fees - Le;Management Fees - Legal - Intercompany;MANAGEMENT FEES - LEGAL -
ES;XSON;7733200102;Management fees Acco;Management fees Accounting - Intercompany;MANAGEMENT FEES ACCOUNTIN
ES;XSON;7733200103;Management fees Tech;Management fees Technical - Intercompany;MANAGEMENT FEES TECHNICAL
ES;XSON;7733200104;Management fees Huma;Management fees Human Resources - Intercompany;MANAGEMENT FEES HUMAN RES
ES;XSON;7733200105;Management fees Traf;Management fees Traffic - Intercompany;MANAGEMENT FEES TRAFFIC -
ES;XSON;7733200106;Management fees Prog;Management fees Programmning - Intercompany;MANAGEMENT FEES PROGRAMMN
ES;XSON;7733200107;Management fees comm;Management fees communications - Interco;MANAGEMENT FEES COMMUNICA
ES;XSON;7733295000;AxI-Otros servicios-;AxI-Otros servicios-Intercompany;AXI-OTROS SERVICIOS-INTER
ES;XSON;7733500100;Pasajes Aereos;Pasajes Aereos;PASAJES AEREOS
ES;XSON;7733500101;Pasajes de Tren;Pasajes de Tren;PASAJES DE TREN
ES;XSON;7733500115;Alojamiento;Alojamiento;ALOJAMIENTO
ES;XSON;7733500120;Comidas;Comidas;COMIDAS
ES;XSON;7733500125;Telefono;Telefono;TELEFONO
ES;XSON;7733500126;Telefono Celular;Telefono Celular;TELEFONO CELULAR
ES;XSON;7733500130;Alquiler de auto;Alquiler de auto;ALQUILER DE AUTO
ES;XSON;7733500131;Movilidad por viajes;Movilidad por viajes;MOVILIDAD POR VIAJES
ES;XSON;7733500165;Propinas;Propinas;PROPINAS
ES;XSON;7733500166;Regalos;Regalos;REGALOS
ES;XSON;7733500189;Viajes y Estad°as NO;Viajes y Estad°as NO DEDUCIBLES;VIAJES Y ESTAD÷AS NO DEDU
ES;XSON;7733500190;Varios;Varios;VARIOS
ES;XSON;7733500500;Pasajes Aereos Canje;Pasajes Aereos Canje;PASAJES AEREOS CANJE
ES;XSON;7733500501;Pasajes de Tren Canj;Pasajes de Tren Canje;PASAJES DE TREN CANJE
ES;XSON;7733500515;Alojamiento Canje;Alojamiento Canje;ALOJAMIENTO CANJE
ES;XSON;7733500520;Comidas Canje;Comidas Canje;COMIDAS CANJE
ES;XSON;7733500525;elefono Canje;elefono Canje;ELEFONO CANJE
ES;XSON;7733500526;Telefono Celular Can;Telefono Celular Canje;TELEFONO CELULAR CANJE
ES;XSON;7733500530;Alquiler de auto Can;Alquiler de auto Canje;ALQUILER DE AUTO CANJE
ES;XSON;7733500531;Movilidad por viajes;Movilidad por viajes Canje;MOVILIDAD POR VIAJES CANJ
ES;XSON;7733500565;Propinas Canje;Propinas Canje;PROPINAS CANJE
ES;XSON;7733500566;Regalos Canje;Regalos Canje;REGALOS CANJE
ES;XSON;7733500589;Viajes y Estad°as NO;Viajes y Estad°as NO DEDUCIBLES Canje;VIAJES Y ESTAD÷AS NO DEDU
ES;XSON;7733500590;Varios Canje;Varios Canje;VARIOS CANJE
ES;XSON;7733595000;AxI-Viajes y estadia;AxI-Viajes y estadias;AXI-VIAJES Y ESTADIAS
ES;XSON;7734000100;Taxis, Remises y Otr;Taxis, Remises y Otros;TAXIS, REMISES Y OTROS
ES;XSON;7734000101;Fletes;Fletes;FLETES
ES;XSON;7734095000;AxI-Movilidad y flet;AxI-Movilidad y fletes;AXI-MOVILIDAD Y FLETES
ES;XSON;7734100100;Gastos y Mantenimien;Gastos y Mantenimiento de Rodados;GASTOS Y MANTENIMIENTO DE
ES;XSON;7734100110;Combustible;Combustible;COMBUSTIBLE
ES;XSON;7734100120;Mantenimiento Rodado;Mantenimiento Rodados;MANTENIMIENTO RODADOS
ES;XSON;7734195000;AxI-Gastos de rodado;AxI-Gastos de rodados;AXI-GASTOS DE RODADOS
ES;XSON;7737500100;Impuestos s/interes;Impuestos s/interes;IMPUESTOS S/INTERES
ES;XSON;7737500105;Derechos de Exhibici;Derechos de Exhibicion;DERECHOS DE EXHIBICION
ES;XSON;7737500110;Multas Impositivas;Multas Impositivas;MULTAS IMPOSITIVAS
ES;XSON;7737500190;Otros Impuestos;Otros Impuestos;OTROS IMPUESTOS
ES;XSON;7737520000;Impuestos al Cheque;Impuestos al Cheque;IMPUESTOS AL CHEQUE
ES;XSON;7737595000;AxI-Otros impuestos;AxI-Otros impuestos;AXI-OTROS IMPUESTOS
ES;XSON;7739500100;Gastos de Almacen;Gastos de Almacen;GASTOS DE ALMACEN
ES;XSON;7739500101;Refrigerios y comida;Refrigerios y comidas;REFRIGERIOS Y COMIDAS
ES;XSON;7739500103;Gs. Diarios, revista;Gs. Diarios, revistas;GS. DIARIOS, REVISTAS
ES;XSON;7739500104;Art°culos de limpiez;Art°culos de limpieza;ART÷CULOS DE LIMPIEZA
ES;XSON;7739500150;Bs.Uso no Activable;Bs.Uso no Activable;BS.USO NO ACTIVABLE
ES;XSON;7739500200;Cargos por contingen;Cargos por contingencias operativas;CARGOS POR CONTINGENCIAS
ES;XSON;7739500999;Gastos varios;Gastos varios;GASTOS VARIOS
ES;XSON;7739595000;AxI-Otros;AxI-Otros;AXI-OTROS
ES;XSON;7771000100;Sueldos;Sueldos;SUELDOS
ES;XSON;7771000101;Aguinaldo;Aguinaldo;AGUINALDO
ES;XSON;7771000102;Comisiones;Comisiones;COMISIONES
ES;XSON;7771000103;Gratificaciones Extr;Gratificaciones Extraordinarias;GRATIFICACIONES EXTRAORDI
ES;XSON;7771000104;Indemnizaciones;Indemnizaciones;INDEMNIZACIONES
ES;XSON;7771000105;Vacaciones;Vacaciones;VACACIONES
ES;XSON;7771000106;Prima Vacacional;Prima Vacacional;PRIMA VACACIONAL
ES;XSON;7771000107;Indemnizaciones por;Indemnizaciones por antiguedad;INDEMNIZACIONES POR ANTIG
ES;XSON;7771000108;Vale Transporte;Vale Transporte;VALE TRANSPORTE
ES;XSON;7771000109;Honorarios CEO,  CFO;Honorarios CEO,  CFO, COO;HONORARIOS CEO,  CFO, COO
ES;XSON;7771000120;Vale Comidas;Vale Comidas;VALE COMIDAS
ES;XSON;7771000121;Asignacion escolarid;Asignacion escolaridad;ASIGNACION ESCOLARIDAD
ES;XSON;7771000122;Horas extras;Horas extras;HORAS EXTRAS
ES;XSON;7771000123;Bono matrimonio, nat;Bono matrimonio, natalidad;BONO MATRIMONIO, NATALIDA
ES;XSON;7771000124;Bono especial;Bono especial;BONO ESPECIAL
ES;XSON;7771000125;Bono fin de semana;Bono fin de semana;BONO FIN DE SEMANA
ES;XSON;7771000126;Bono nuevos negocios;Bono nuevos negocios;BONO NUEVOS NEGOCIOS
ES;XSON;7771095000;AxI-Sueldos;AxI-Sueldos;AXI-SUELDOS
ES;XSON;7771500100;Personal Temporario;Personal Temporario;PERSONAL TEMPORARIO
ES;XSON;7771595000;AxI-Personal tempora;AxI-Personal temporario;AXI-PERSONAL TEMPORARIO
ES;XSON;7772000100;Cargas Sociales;Cargas Sociales;CARGAS SOCIALES
ES;XSON;7772000101;Obra Social;Obra Social;OBRA SOCIAL
ES;XSON;7772000110;Vale alimenticio;Vale alimenticio;VALE ALIMENTICIO
ES;XSON;7772000111;Contribution Sindica;Contribution Sindicato;CONTRIBUTION SINDICATO
ES;XSON;7772000115;401(K) Employee dedu;401(K) Employee deductible payable;401(K) EMPLOYEE DEDUCTIBL
ES;XSON;7772000120;401(K) Employer dedu;401(K) Employer deductible payable;401(K) EMPLOYER DEDUCTIBL
ES;XSON;7772095000;AxI-Cargas sociales;AxI-Cargas sociales;AXI-CARGAS SOCIALES
ES;XSON;7772500100;Selecci¢n de Persona;Selecci¢n de Personal;SELECCI‡N DE PERSONAL
ES;XSON;7772500500;Selecci¢n de Persona;Selecci¢n de Personal Canje;SELECCI‡N DE PERSONAL CAN
ES;XSON;7772595000;AxI-Seleccion de per;AxI-Seleccion de personal;AXI-SELECCION DE PERSONAL
ES;XSON;7773000100;Capacitaci¢n;Capacitaci¢n;CAPACITACI‡N
ES;XSON;7773000200;Capacitac. Externos;Capacitaci¢n Externos;CAPACITACI‡N EXTERNOS
ES;XSON;7773000500;Capacitaci¢n Canje;Capacitaci¢n Canje;CAPACITACI‡N CANJE
ES;XSON;7773095000;AxI-Capacitacion;AxI-Capacitacion;AXI-CAPACITACION
ES;XSON;7773500100;Administraci¢n de Pe;Administraci¢n de Personal;ADMINISTRACI‡N DE PERSONA
ES;XSON;7773500500;Administraci¢n de Pe;Administraci¢n de Personal  Canje;ADMINISTRACI‡N DE PERSONA
ES;XSON;7773595000;AxI-Administracion d;AxI-Administracion de personal;AXI-ADMINISTRACION DE PER
ES;XSON;7774000100;Programa de jovenes;Programa de jovenes profesionales;PROGRAMA DE JOVENES PROFE
ES;XSON;7779000100;Seguro de Vida;Seguro de Vida;SEGURO DE VIDA
ES;XSON;7779000110;Workmans Compensatio;Workmans Compensation;WORKMANS COMPENSATION
ES;XSON;7779000115;Otros Beneficios al;Otros Beneficios al Personal;OTROS BENEFICIOS AL PERSO
ES;XSON;7779000116;Servicios MÇdicos;Servicios MÇdicos;SERVICIOS MêDICOS
ES;XSON;7779000120;Uniforme y Ropa de T;Uniforme y Ropa de Trabajo;UNIFORME Y ROPA DE TRABAJ
ES;XSON;7779000125;Sala Cuna;Sala Cuna;SALA CUNA
ES;XSON;7779000126;Casino;Casino;CASINO
ES;XSON;7779000127;Viaticos;Viaticos;VIATICOS
ES;XSON;7779000128;Relaciones con el Pe;Relaciones con el Personal;RELACIONES CON EL PERSONA
ES;XSON;7779000129;Alquiler vivienda pa;Alquiler vivienda para personal;ALQUILER VIVIENDA PARA PE
ES;XSON;7779000190;Otros Gastos de Pers;Otros Gastos de Personal;OTROS GASTOS DE PERSONAL
ES;XSON;7779095000;AxI-Otros gastos de;AxI-Otros gastos de personal;AXI-OTROS GASTOS DE PERSO
ES;XSON;7791000100;Amortizaci¢n de bien;Amortizaci¢n de bienes de uso;AMORTIZACI‡N DE BIENES DE
ES;XSON;7791000110;Depreciacion inmuebl;Depreciacion inmuebles;DEPRECIACION INMUEBLES
ES;XSON;7791000111;Depreciacion Casa Fe;Depreciacion Casa Federico Froebel;DEPRECIACION CASA FEDERIC
ES;XSON;7791000112;Depreciacion Instala;Depreciacion Instalaciones;DEPRECIACION INSTALACIONE
ES;XSON;7791000113;Depreciacion Vehicul;Depreciacion Vehiculos;DEPRECIACION VEHICULOS
ES;XSON;7791000114;Depreciacion Maquina;Depreciacion Maquinarias y equipos;DEPRECIACION MAQUINARIAS
ES;XSON;7791000115;Depreciacion equipos;Depreciacion equipos plantas;DEPRECIACION EQUIPOS PLAN
ES;XSON;7791000116;Depreciacion instala;Depreciacion instalaciones plantas;DEPRECIACION INSTALACIONE
ES;XSON;7791000117;Depreciacion equipos;Depreciacion equipos de computacion;DEPRECIACION EQUIPOS DE C
ES;XSON;7791000118;Depreciacion discos;Depreciacion discos;DEPRECIACION DISCOS
ES;XSON;7791000119;Depreciacion softwar;Depreciacion software;DEPRECIACION SOFTWARE
ES;XSON;7791000120;Depreciacion otros a;Depreciacion otros activos fijos;DEPRECIACION OTROS ACTIVO
ES;XSON;7791000121;Depreciacion inmuebl;Depreciacion inmuebles leasing;DEPRECIACION INMUEBLES LE
ES;XSON;7791000122;Depreciacion muebles;Depreciacion muebles y utiles leasing;DEPRECIACION MUEBLES Y UT
ES;XSON;7791000123;Depreciacion maq.y e;Depreciacion maq.y equipos leasing;DEPRECIACION MAQ.Y EQUIPO
ES;XSON;7791000124;Depreciacion otros a;Depreciacion otros activos leasing;DEPRECIACION OTROS ACTIVO
ES;XSON;7791000125;Depreciac.Equipos Fi;Depreciaci¢n de Equipos de Filmaci¢n;DEPRECIACI‡N DE EQUIPOS D
ES;XSON;7791000130;Depreciacion muebles;Depreciacion muebles y utiles;DEPRECIACION MUEBLES Y UT
ES;XSON;7791000131;Depreciacion decodif;Depreciacion decodificadores;DEPRECIACION DECODIFICADO
ES;XSON;7791000132;Depreciacion tape st;Depreciacion tape stock;DEPRECIACION TAPE STOCK
ES;XSON;7791000133;Depreciacion mejoras;Depreciacion mejoras y obras en prop.de 3ros.;DEPRECIACION MEJORAS Y OB
ES;XSON;7791095000;AxI-Amortizacion bie;AxI-Amortizacion bienes de uso;AXI-AMORTIZACION BIENES D
ES;XSON;7792000100;Amortizaci¢n de inta;Amortizaci¢n de intangibles;AMORTIZACI‡N DE INTANGIBL
ES;XSON;7792000110;Imperment;Imperment;IMPERMENT
ES;XSON;7792095000;AxI-Amortizacion de;AxI-Amortizacion de intangibles;AXI-AMORTIZACION DE INTAN
ES;XSON;7793000100;Amortizaci¢n de Mont;Amortizaci¢n de Montos Pagados en Exces;AMORTIZACI‡N DE MONTOS PA
ES;XSON;7793095000;AxI-Amort.montos pag;AxI-Amort.montos pag.en exceso a vinculadas;AXI-AMORT.MONTOS PAG.EN E
ES;XSON;7794000100;Amortizaci¢n Cargos;Amortizaci¢n Cargos Diferidos por Opcion;AMORTIZACI‡N CARGOS DIFER
ES;XSON;7794095000;AxI-Amort.por cargos;AxI-Amort.por cargos diferidos op.en accione;AXI-AMORT.POR CARGOS DIFE
ES;XSON;7795000100;Amortizaci¢n Descuen;Amortizaci¢n Descuento Acciones Preferidas;AMORTIZACI‡N DESCUENTO AC
ES;XSON;7795095000;AxI-Amort.descuento;AxI-Amort.descuento acciones preferidas;AXI-AMORT.DESCUENTO ACCIO
ES;XSON;7810000100;Severance por reestr;Severance por reestructuracion;SEVERANCE POR REESTRUCTUR
ES;XSON;7810000134;No usar;No usar;NO USAR
ES;XSON;7820000100;Impairment operativo;Impairment operativo;IMPAIRMENT OPERATIVO
ES;XSON;7820000105;Impairment operativo;Impairment operativo - Claxson USA II;IMPAIRMENT OPERATIVO - CL
ES;XSON;7820000124;Impairment operativo;Impairment operativo - The Kitchen;IMPAIRMENT OPERATIVO - TH
ES;XSON;7820000134;Impairment operativo;Impairment operativo - Claxson Inc;IMPAIRMENT OPERATIVO - CL
ES;XSON;7901000100;Contenidos;Contenidos;CONTENIDOS
ES;XSON;7901095000;AxI-Contenidos;AxI-Contenidos;AXI-CONTENIDOS
ES;XSON;7902000100;Asesoramiento;Asesoramiento;ASESORAMIENTO
ES;XSON;7902095000;AxI-Asesoramiento;AxI-Asesoramiento;AXI-ASESORAMIENTO
ES;XSON;7903000100;Publicidad Instituci;Publicidad Institucional;PUBLICIDAD INSTITUCIONAL
ES;XSON;7903095000;AxI-Publicidad insti;AxI-Publicidad institucional;AXI-PUBLICIDAD INSTITUCIO
ES;XSON;7904000100;Cargo Corporativo;Cargo Corporativo;CARGO CORPORATIVO
ES;XSON;7904095000;AxI-Cargo corporativ;AxI-Cargo corporativo;AXI-CARGO CORPORATIVO
ES;XSON;7909000100;Otros Costos Interco;Otros Costos Intercompa§°a;OTROS COSTOS INTERCOMPA•÷
ES;XSON;7909095000;AxI-Otros costos int;AxI-Otros costos intercompa§ia;AXI-OTROS COSTOS INTERCOM
ES;XSON;8001000100;Ingresos por Interes;Ingresos por Intereses Cciales;INGRESOS POR INTERESES CC
ES;XSON;8001000101;Ingresos por Interes;Ingresos por Intereses Bcarios;INGRESOS POR INTERESES BC
ES;XSON;8001000102;Ingresos por Interes;Ingresos por Intereses Fcieros;INGRESOS POR INTERESES FC
ES;XSON;8001000103;Ingresos por Interes;Ingresos por Intereses Impositivos;INGRESOS POR INTERESES IM
ES;XSON;8001000104;otros intereses Gcia;otros intereses Gcia.;OTROS INTERESES GCIA.
ES;XSON;8001095000;AxI-Intereses gananc;AxI-Intereses ganancia;AXI-INTERESES GANANCIA
ES;XSON;8002000100;Otros Ingresos Finan;Otros Ingresos Financieros;OTROS INGRESOS FINANCIERO
ES;XSON;8002000101;Descuentos obtenidos;Descuentos obtenidos;DESCUENTOS OBTENIDOS
ES;XSON;8002000105;Ingresos por Leasing;Ingresos por Leasing Otorgado;INGRESOS POR LEASING OTOR
ES;XSON;8002095000;AxI-Otros ingresos f;AxI-Otros ingresos financieros;AXI-OTROS INGRESOS FINANC
ES;XSON;8101000100;Egresos por Interese;Egresos por Intereses Cciales;EGRESOS POR INTERESES CCI
ES;XSON;8101000101;Egresos por Interese;Egresos por Intereses Bcarios;EGRESOS POR INTERESES BCA
ES;XSON;8101000102;Egresos por Interese;Egresos por Intereses Fcieros;EGRESOS POR INTERESES FCI
ES;XSON;8101000103;Egresos por Interese;Egresos por Intereses Impositivos;EGRESOS POR INTERESES IMP
ES;XSON;8101000104;Otros intereses Perd;Otros intereses Perdida;OTROS INTERESES PERDIDA
ES;XSON;8101095000;AxI-Intereses perdid;AxI-Intereses perdida;AXI-INTERESES PERDIDA
ES;XSON;8102000100;Gastos Financieros y;Gastos Financieros y por Garant°as;GASTOS FINANCIEROS Y POR
ES;XSON;8102095000;AxI-Gastos financier;AxI-Gastos financieros y por garantias;AXI-GASTOS FINANCIEROS Y
ES;XSON;8103000100;Otros Egresos Financ;Otros Egresos Financieros;OTROS EGRESOS FINANCIEROS
ES;XSON;8103000101;Comisiones Bancarias;Comisiones Bancarias;COMISIONES BANCARIAS
ES;XSON;8103000102;Descuentos concedido;Descuentos concedidos;DESCUENTOS CONCEDIDOS
ES;XSON;8103095000;AxI-Otros egresos fi;AxI-Otros egresos financieros;AXI-OTROS EGRESOS FINANCI
ES;XSON;8201000100;Intereses Ganancia -;Intereses Ganancia - Intercompa§°a;INTERESES GANANCIA - INTE
ES;XSON;8201095000;AxI-Intereses ganado;AxI-Intereses ganados interco;AXI-INTERESES GANADOS INT
ES;XSON;8202000100;Intereses PÇrdida -;Intereses PÇrdida - Intercompa§°a;INTERESES PêRDIDA - INTER
ES;XSON;8202095000;AxI-Intereses pagado;AxI-Intereses pagados interco;AXI-INTERESES PAGADOS INT
ES;XSON;8301000100;Resultado por Tenenc;Resultado por Tenencia de Activos Finan;RESULTADO POR TENENCIA DE
ES;XSON;8301095000;AxI-Resultados por t;AxI-Resultados por tenencia activos financieros;AXI-RESULTADOS POR TENENC
ES;XSON;8302000101;Dif.de cambio;Dif.de cambio generada por activos-Ganancia;DIF.DE CAMBIO GENERADA PO
ES;XSON;8302000102;Dif.de cambio;Dif.de cambio generada por activos-Perdida;DIF.DE CAMBIO GENERADA PO
ES;XSON;8303000101;Dif.de cambio;Dif.de cambio generada por pasivos-Ganancia;DIF.DE CAMBIO GENERADA PO
ES;XSON;8303000102;Dif.de cambio;Dif.de cambio generada por pasivos-Perdida;DIF.DE CAMBIO GENERADA PO
ES;XSON;8304000100;Otros Resultados por;Otros Resultados por Tenencia;OTROS RESULTADOS POR TENE
ES;XSON;8304000101;Correccion Monetaria;Correccion Monetaria Bienes de Uso;CORRECCION MONETARIA BIEN
ES;XSON;8304000102;Correccion Monetaria;Correccion Monetaria Bs.Uso Intangibles;CORRECCION MONETARIA BS.U
ES;XSON;8304000103;Correccion Monetaria;Correccion Monetaria Marcas y patentes;CORRECCION MONETARIA MARC
ES;XSON;8304000110;Correccion Monetaria;Correccion Monetaria Amortizacion Acum;CORRECCION MONETARIA AMOR
ES;XSON;8304000112;Correccion Monetaria;Correccion Monetaria Amort.Bs.Uso Intangibles;CORRECCION MONETARIA AMOR
ES;XSON;8304000113;Correccion Monetaria;Correccion Monetaria Amort.Marcas y Patentes;CORRECCION MONETARIA AMOR
ES;XSON;8304000500;Correcci¢n Monetaria;Correcci¢n Monetaria Patrimonio;CORRECCI‡N MONETARIA PATR
ES;XSON;8304000510;Correccion Monetaria;Correccion Monetaria - Activo Corriente;CORRECCION MONETARIA - AC
ES;XSON;8304000515;Correccion Monetaria;Correccion Monetaria - Activo no Corriente;CORRECCION MONETARIA - AC
ES;XSON;8304000520;Correccion Monetaria;Correccion Monetaria - Pasivo Corriente;CORRECCION MONETARIA - PA
ES;XSON;8304000525;Correccion Monetaria;Correccion Monetaria - Pasivo no Corriente;CORRECCION MONETARIA - PA
ES;XSON;8304095000;AxI-Otros resultados;AxI-Otros resultados por tenencia;AXI-OTROS RESULTADOS POR
ES;XSON;9001000100;Otros Ingresos;Otros Ingresos;OTROS INGRESOS
ES;XSON;9001000200;Ventas de Decodifica;Ventas de Decodificadores;VENTAS DE DECODIFICADORES
ES;XSON;9001095000;AxI-Otros ingresos;AxI-Otros ingresos;AXI-OTROS INGRESOS
ES;XSON;9002000100;Ventas de Bienes de;Ventas de Bienes de Uso;VENTAS DE BIENES DE USO
ES;XSON;9002095000;AxI-Venta de bienes;AxI-Venta de bienes de uso-ingresos;AXI-VENTA DE BIENES DE US
ES;XSON;9002500100;Costo venta de Biene;Costo venta de Bienes de Uso;COSTO VENTA DE BIENES DE
ES;XSON;9002500200;Costo venta de Decod;Costo venta de Decodificadores;COSTO VENTA DE DECODIFICA
